URL,Version,Status,OIDs,Name,Title,Description,Uses,Used,Sources
https://hl7-be.github.io/pipeline-test/ValueSet/be-condition-codes,0.1.0,active,,BelgianConditionCodesSNOMED,Belgian Condition Codes (SNOMED CT),"A value set containing SNOMED CT codes commonly used in Belgian clinical practice for documenting patient conditions.",,"SCT"
